MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventType,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
1,Opponent1,Opponent1_F1,,2H,23.133141,Shot,Shot,86,30,100,100
1,Huskies,Huskies_G1,,2H,49.242968,Free Kick,Goal kick,0,0,18,74
1,Huskies,Huskies_D1,Huskies_G1,2H,52.268391,Pass,Simple pass,18,74,9,49
1,Huskies,Huskies_G1,,2H,58.91085,Pass,Launch,9,49,67,87
1,Huskies,Huskies_D2,Huskies_D5,2H,60,Substitution,Substitution,,,,
1,Opponent1,Opponent1_D1,,2H,61.468129,Duel,Air duel,33,13,45,6
1,Huskies,Huskies_F1,,2H,62.372161,Duel,Air duel,67,87,55,94
1,Huskies,Huskies_D5,Huskies_F2,2H,66.975385,Pass,Simple pass,55,94,65,90
1,Huskies,Huskies_F2,Huskies_M1,2H,68.594718,Pass,Simple pass,65,90,48,72
1,Huskies,Huskies_M1,Huskies_D1,2H,70.876394,Pass,Simple pass,48,72,34,68
1,Huskies,Huskies_D1,Huskies_D3,2H,73.753211,Pass,Simple pass,34,68,35,43
1,Huskies,Huskies_D3,Huskies_D4,2H,76.401219,Pass,Simple pass,35,43,47,3
1,Huskies,Huskies_D4,Huskies_F1,2H,80.501137,Pass,High pass,47,3,65,27
1,Huskies,Huskies_F1,,2H,83.276587,Others on the ball,Touch,65,27,65,27
1,Huskies,Huskies_F1,,2H,85.001227,Duel,Ground attacking duel,65,27,65,23
1,Opponent1,Opponent1_M3,,2H,85.203244,Duel,Ground defending duel,35,73,35,77
1,Huskies,Huskies_F1,,2H,86.507002,Duel,Ground attacking duel,65,23,57,22
1,Huskies,Huskies_F3,Huskies_M3,2H,87.391663,Pass,Simple pass,57,22,47,27
1,Huskies,Huskies_M3,Huskies_D4,2H,88.006317,Pass,Simple pass,47,27,44,2
1,Huskies,Huskies_D4,Huskies_F3,2H,89.303862,Pass,Simple pass,44,2,50,4
1,Huskies,Huskies_F3,,2H,91.784202,Duel,Ground attacking duel,50,4,40,4
1,Opponent1,Opponent1_F3,,2H,91.929605,Duel,Ground defending duel,50,96,60,96
1,Opponent1,Opponent1_F3,,2H,93.510886,Duel,Ground attacking duel,60,96,66,98
1,Huskies,Huskies_F3,,2H,94.407855,Duel,Ground defending duel,40,4,34,2
1,Huskies,Huskies_F3,,2H,97.857215,Foul,Foul,34,2,40,4
1,Opponent1,Opponent1_M2,,2H,117.930642,Free Kick,Free Kick,61,91,87,73
1,Huskies,Huskies_M3,,2H,120.599516,Others on the ball,Touch,13,27,23,12
1,Opponent1,Opponent1_F3,Opponent1_M2,2H,122.751734,Pass,Simple pass,77,88,74,77
1,Opponent1,Opponent1_M2,Opponent1_F2,2H,124.625131,Pass,High pass,74,77,88,61
1,Opponent1,Opponent1_F2,,2H,126.541329,Others on the ball,Touch,88,61,100,64
1,Huskies,Huskies_G1,,2H,152.632124,Free Kick,Goal kick,0,0,54,33
1,Opponent1,Opponent1_D3,Opponent1_M1,2H,154.362109,Pass,Head pass,46,67,56,37
1,Opponent1,Opponent1_M1,,2H,156.934782,Duel,Air duel,56,37,55,19
1,Huskies,Huskies_M1,,2H,157.082288,Duel,Air duel,44,63,45,81
1,Opponent1,Opponent1_D1,Opponent1_D1,2H,158.834162,Pass,Simple pass,55,19,61,10
1,Opponent1,Opponent1_D1,,2H,162.151832,Duel,Ground defending duel,61,10,77,16
1,Huskies,Huskies_D5,Huskies_D5,2H,162.301683,Pass,Simple pass,23,84,40,100
1,Huskies,Huskies_D5,,2H,176.000765,Free Kick,Throw in,31,100,57,97
1,Huskies,Huskies_F2,Huskies_D5,2H,177.101773,Pass,Simple pass,57,97,40,95
1,Huskies,Huskies_D5,Huskies_M1,2H,179.470501,Pass,Simple pass,40,95,37,80
1,Huskies,Huskies_M1,Huskies_D1,2H,182.303842,Pass,Simple pass,37,80,24,62
1,Huskies,Huskies_D1,Huskies_D3,2H,185.432927,Pass,Simple pass,24,62,22,24
1,Huskies,Huskies_D3,Huskies_G1,2H,187.652341,Pass,Simple pass,22,24,8,35
1,Huskies,Huskies_G1,Huskies_D3,2H,192.431224,Pass,Simple pass,8,35,30,5
1,Huskies,Huskies_D3,,2H,193.796536,Pass,Simple pass,30,5,65,9
1,Opponent1,Opponent1_D3,Opponent1_M2,2H,196.658049,Pass,High pass,35,91,74,93
1,Opponent1,Opponent1_M2,,2H,201.061034,Duel,Ground attacking duel,74,93,54,80
1,Huskies,Huskies_D4,,2H,202.011366,Duel,Ground defending duel,26,7,46,20
1,Opponent1,Opponent1_M2,Opponent1_D2,2H,207.29064,Pass,Simple pass,54,80,56,37
1,Opponent1,Opponent1_D2,Opponent1_D1,2H,209.872102,Pass,Simple pass,56,37,80,9
1,Opponent1,Opponent1_D1,,2H,212.584057,Pass,Cross,80,9,100,62
1,Huskies,Huskies_G1,,2H,267.015263,Free Kick,Goal kick,0,0,81,91
1,Opponent1,Opponent1_D1,Opponent1_G1,2H,269.977885,Pass,Simple pass,19,9,8,41
1,Opponent1,Opponent1_G1,Opponent1_M1,2H,271.989763,Pass,Launch,8,41,38,17
1,Opponent1,Opponent1_M1,,2H,275.363043,Duel,Ground loose ball duel,38,17,26,23
1,Huskies,Huskies_M1,,2H,276.072073,Duel,Ground loose ball duel,62,83,74,77
1,Opponent1,Opponent1_D2,,2H,276.732888,Pass,Simple pass,26,23,44,12
1,Huskies,Huskies_D5,,2H,278.162186,Duel,Ground defending duel,56,88,59,88
1,Opponent1,Opponent1_F2,,2H,278.288431,Duel,Ground attacking duel,44,12,41,12
1,Opponent1,Opponent1_F2,,2H,280.668857,Foul,Foul,41,12,44,12
1,Huskies,Huskies_M1,,2H,300.119146,Free Kick,Free Kick,53,91,40,77
1,Huskies,Huskies_D1,Huskies_D3,2H,302.835564,Pass,Simple pass,40,77,47,41
1,Huskies,Huskies_D3,Huskies_D1,2H,305.536274,Pass,Simple pass,47,41,49,68
1,Huskies,Huskies_D1,Huskies_D5,2H,308.670203,Pass,Simple pass,49,68,58,97
1,Huskies,Huskies_D5,,2H,311.556373,Pass,Simple pass,58,97,77,96
1,Opponent1,Opponent1_D1,,2H,312.033909,Others on the ball,Touch,23,4,20,0
1,Huskies,Huskies_D5,,2H,328.689874,Free Kick,Throw in,88,100,93,86
1,Opponent1,Opponent1_D2,,2H,329.808345,Duel,Ground defending duel,7,14,2,15
1,Huskies,Huskies_F1,Huskies_D5,2H,330.469631,Pass,Simple pass,98,85,93,95
1,Huskies,Huskies_D5,,2H,331.102418,Pass,Simple pass,93,95,93,95
1,Opponent1,Opponent1_D2,,2H,331.523068,Others on the ball,Touch,7,5,11,0
1,Huskies,Huskies_D5,,2H,333.569118,Others on the ball,Touch,93,94,89,100
1,Opponent1,Opponent1_D2,,2H,340.687068,Free Kick,Throw in,8,0,33,4
1,Opponent1,Opponent1_F1,,2H,342.777155,Duel,Ground loose ball duel,33,4,58,19
1,Huskies,Huskies_D3,Huskies_F1,2H,345.134328,Pass,High pass,42,81,89,60
1,Huskies,Huskies_F1,,2H,347.703681,Duel,Air duel,89,60,0,0
1,Opponent1,Opponent1_G1,,2H,348.190322,Goalkeeper leaving line,Goalkeeper leaving line,100,100,11,40
1,Opponent1,Opponent1_D3,,2H,348.708589,Duel,Air duel,11,40,10,39
1,Huskies,Huskies_F1,,2H,349.664717,Duel,Air duel,90,61,100,100
1,Opponent1,Opponent1_G1,,2H,349.831623,Duel,Air duel,10,39,0,0
1,Huskies,Huskies_F2,,2H,383.752157,Free Kick,Corner,100,100,91,36
1,Opponent1,Opponent1_F3,,2H,386.558173,Others on the ball,Clearance,9,64,33,36
1,Huskies,Huskies_M1,Huskies_D4,2H,389.130656,Pass,Simple pass,67,64,45,22
1,Huskies,Huskies_D4,,2H,393.38864,Pass,High pass,45,22,92,93
1,Opponent1,Opponent1_D1,,2H,399.093374,Duel,Ground defending duel,8,7,9,8
1,Huskies,Huskies_F2,,2H,399.15847,Duel,Ground attacking duel,92,93,91,92
1,Opponent1,Opponent1_F2,Opponent1_D1,2H,404.367526,Pass,High pass,9,8,23,5
1,Opponent1,Opponent1_D1,,2H,406.509285,Duel,Ground attacking duel,23,5,23,3
1,Huskies,Huskies_M2,,2H,407.230482,Duel,Ground defending duel,77,95,77,97
1,Huskies,Huskies_M2,,2H,409.624966,Foul,Foul,77,97,77,95
1,Opponent1,Opponent1_D2,,2H,426.068854,Free Kick,Free Kick,26,8,78,27
1,Huskies,Huskies_D1,Huskies_D5,2H,429.094173,Pass,Simple pass,22,73,24,95
1,Huskies,Huskies_D5,Huskies_F2,2H,432.095011,Pass,Simple pass,24,95,28,88
1,Huskies,Huskies_F2,,2H,432.788475,Pass,Simple pass,28,88,35,94
1,Opponent1,Opponent1_D1,Opponent1_F2,2H,433.152098,Pass,Simple pass,65,6,71,2
1,Opponent1,Opponent1_F2,,2H,433.679924,Pass,Simple pass,71,2,67,13
1,Huskies,Huskies_M1,,2H,436.632779,Duel,Ground defending duel,33,87,52,95
1,Opponent1,Opponent1_M1,,2H,437.249121,Duel,Ground attacking duel,67,13,48,5
1,Opponent1,Opponent1_M1,Opponent1_G1,2H,440.655901,Pass,Simple pass,48,5,24,58
1,Opponent1,Opponent1_G1,Opponent1_F3,2H,447.990079,Pass,Launch,24,58,67,91
1,Opponent1,Opponent1_F3,,2H,450.780737,Duel,Air duel,67,91,82,88
1,Huskies,Huskies_D4,,2H,451.702303,Duel,Air duel,33,9,18,12
1,Huskies,Huskies_D3,Huskies_M2,2H,452.846524,Pass,Simple pass,18,12,41,12
1,Huskies,Huskies_M2,,2H,453.606275,Duel,Ground loose ball duel,41,12,35,13
1,Opponent1,Opponent1_F3,Opponent1_M3,2H,454.985297,Pass,Simple pass,65,87,73,87
1,Opponent1,Opponent1_M3,Opponent1_M2,2H,456.453433,Pass,Simple pass,73,87,92,90
1,Opponent1,Opponent1_M2,,2H,460.894501,Duel,Ground attacking duel,92,90,91,94
1,Huskies,Huskies_D3,,2H,461.399997,Duel,Ground defending duel,8,10,9,6
1,Opponent1,Opponent1_M2,,2H,462.222214,Duel,Ground attacking duel,91,94,95,84
1,Opponent1,Opponent1_M2,,2H,463.489164,Pass,Cross,95,84,97,60
1,Huskies,Huskies_D1,,2H,465.166968,Others on the ball,Clearance,3,40,10,0
1,Opponent1,Opponent1_M2,,2H,472.54485,Free Kick,Throw in,89,100,89,88
1,Opponent1,Opponent1_F3,,2H,473.261725,Duel,Ground loose ball duel,89,88,92,72
1,Huskies,Huskies_D4,,2H,474.343355,Duel,Ground loose ball duel,11,12,8,28
1,Huskies,Huskies_F3,Huskies_M3,2H,478.974084,Pass,Simple pass,8,28,26,32
1,Huskies,Huskies_M3,Huskies_M1,2H,481.97129,Pass,Simple pass,26,32,28,51
1,Huskies,Huskies_M1,Huskies_D1,2H,483.630588,Pass,Simple pass,28,51,19,67
1,Huskies,Huskies_D1,,2H,485.836483,Pass,Simple pass,19,67,29,95
1,Opponent1,Opponent1_D2,,2H,487.976009,Duel,Ground defending duel,71,5,72,5
1,Huskies,Huskies_D5,,2H,489.157097,Duel,Ground attacking duel,29,95,28,95
1,Huskies,Huskies_D5,,2H,490.693768,Pass,Simple pass,28,95,34,91
1,Opponent1,Opponent1_F2,,2H,492.894419,Duel,Ground attacking duel,66,9,73,9
1,Huskies,Huskies_D5,,2H,492.99445,Duel,Ground defending duel,34,91,27,91
1,Opponent1,Opponent1_F2,Opponent1_D2,2H,493.589767,Pass,Simple pass,73,9,80,7
1,Opponent1,Opponent1_D2,Opponent1_F1,2H,495.348465,Pass,High pass,80,7,84,37
1,Opponent1,Opponent1_F1,,2H,496.024597,Duel,Ground attacking duel,84,37,82,57
1,Huskies,Huskies_D3,,2H,496.63035,Duel,Ground defending duel,16,63,18,43
1,Huskies,Huskies_D4,,2H,497.665547,Others on the ball,Clearance,18,43,57,68
1,Opponent1,Opponent1_D4,,2H,499.734318,Pass,Head pass,43,32,44,32
1,Huskies,Huskies_F2,Huskies_F1,2H,504.403972,Pass,Smart pass,56,68,89,63
1,Huskies,Huskies_F1,,2H,507.559438,Shot,Shot,89,63,0,0
1,Opponent1,Opponent1_D3,,2H,509.177432,Others on the ball,Clearance,9,30,15,0
1,Huskies,Huskies_D5,,2H,525.855435,Free Kick,Throw in,91,100,79,86
1,Huskies,Huskies_F2,,2H,526.357356,Others on the ball,Touch,79,86,71,79
1,Huskies,Huskies_M3,,2H,527.500382,Duel,Ground loose ball duel,71,79,68,85
1,Opponent1,Opponent1_F1,,2H,527.81521,Duel,Ground loose ball duel,29,21,32,15
1,Opponent1,Opponent1_F2,,2H,527.9039,Others on the ball,Touch,32,15,29,22
1,Huskies,Huskies_M3,Huskies_D5,2H,529.236781,Pass,Simple pass,71,78,75,93
1,Huskies,Huskies_D5,Huskies_D5,2H,529.651303,Pass,Simple pass,75,93,81,94
1,Huskies,Huskies_D5,,2H,531.96234,Duel,Ground loose ball duel,81,94,79,93
1,Opponent1,Opponent1_D1,,2H,532.01795,Duel,Ground loose ball duel,19,6,21,7
1,Opponent1,Opponent1_D1,,2H,534.142143,Foul,Foul,21,7,19,6
1,Huskies,Huskies_F2,,2H,565.514149,Free Kick,Free kick cross,80,95,83,51
1,Opponent1,Opponent1_F1,,2H,568.551832,Others on the ball,Clearance,17,49,28,32
1,Huskies,Huskies_M1,Huskies_M2,2H,568.72827,Pass,Head pass,72,68,52,24
1,Huskies,Huskies_M2,Huskies_D4,2H,571.589185,Pass,Simple pass,52,24,43,42
1,Huskies,Huskies_D4,Huskies_M1,2H,575.16376,Pass,Simple pass,43,42,46,66
1,Huskies,Huskies_M1,,2H,578.806977,Pass,High pass,46,66,79,14
1,Opponent1,Opponent1_D3,,2H,580.702626,Duel,Air duel,21,86,26,100
1,Huskies,Huskies_F1,,2H,581.07852,Duel,Air duel,79,14,74,0
1,Huskies,Huskies_F1,,2H,586.764225,Free Kick,Throw in,74,0,79,3
1,Huskies,Huskies_D4,,2H,589.606157,Pass,Simple pass,79,3,79,11
1,Opponent1,Opponent1_F3,,2H,590.186993,Pass,Simple pass,21,89,40,82
1,Huskies,Huskies_M3,Huskies_M1,2H,598.946931,Pass,Simple pass,60,18,56,14
1,Huskies,Huskies_M1,Huskies_D4,2H,600.13529,Pass,Simple pass,56,14,66,1
1,Huskies,Huskies_D4,Huskies_M3,2H,602.700935,Pass,Simple pass,66,1,52,36
1,Huskies,Huskies_M3,Huskies_F2,2H,606.442922,Pass,Simple pass,52,36,56,61
1,Huskies,Huskies_F2,Huskies_D5,2H,608.782481,Pass,Simple pass,56,61,76,93
1,Huskies,Huskies_D5,Huskies_F2,2H,611.567972,Pass,Simple pass,76,93,70,81
1,Huskies,Huskies_F2,Huskies_D4,2H,614.1992,Pass,High pass,70,81,97,17
1,Huskies,Huskies_D4,Huskies_M2,2H,618.09998,Pass,Simple pass,97,17,86,30
1,Huskies,Huskies_M2,,2H,619.441519,Pass,Cross,86,30,0,0
1,Opponent1,Opponent1_G1,,2H,622.195243,Save attempt,Save attempt,100,100,14,70
1,Huskies,Huskies_D4,,2H,644.994462,Duel,Air duel,31,8,42,35
1,Opponent1,Opponent1_F1,,2H,645.631866,Duel,Air duel,69,92,58,65
1,Opponent1,Opponent1_M1,Opponent1_F2,2H,646.094856,Pass,Head pass,58,65,66,71
1,Opponent1,Opponent1_F2,,2H,648.051796,Duel,Ground attacking duel,66,71,65,76
1,Huskies,Huskies_M3,,2H,649.105828,Duel,Ground defending duel,34,29,35,24
1,Opponent1,Opponent1_M2,,2H,651.577573,Others on the ball,Acceleration,65,76,77,84
1,Opponent1,Opponent1_M2,Opponent1_F2,2H,653.282758,Pass,Simple pass,77,84,94,84
1,Opponent1,Opponent1_F2,,2H,654.891327,Duel,Ground attacking duel,94,84,97,85
1,Huskies,Huskies_D4,,2H,657.124771,Duel,Ground defending duel,6,16,3,15
1,Opponent1,Opponent1_F2,,2H,657.589238,Pass,Cross,97,85,100,100
1,Huskies,Huskies_D4,,2H,659.223072,Others on the ball,Touch,4,21,3,18
1,Huskies,Huskies_D4,,2H,661.12322,Pass,Simple pass,3,18,8,14
1,Opponent1,Opponent1_F2,,2H,661.968594,Duel,Ground loose ball duel,92,86,90,85
1,Opponent1,Opponent1_F2,Opponent1_F3,2H,663.627916,Pass,Simple pass,90,85,73,88
1,Opponent1,Opponent1_F3,Opponent1_M1,2H,665.165795,Pass,Simple pass,73,88,65,74
1,Opponent1,Opponent1_M1,Opponent1_F3,2H,666.69208,Pass,Simple pass,65,74,67,92
1,Opponent1,Opponent1_F3,Opponent1_M2,2H,669.084618,Pass,Simple pass,67,92,81,80
1,Opponent1,Opponent1_M2,,2H,670.352892,Duel,Ground attacking duel,81,80,83,92
1,Huskies,Huskies_M2,,2H,670.364287,Duel,Ground defending duel,19,20,17,8
1,Huskies,Huskies_D4,,2H,671.616635,Pass,Launch,17,8,19,17
1,Opponent1,Opponent1_M2,,2H,672.653702,Others on the ball,Touch,81,83,100,77
1,Huskies,Huskies_G1,,2H,697.02222,Free Kick,Goal kick,0,0,94,44
1,Opponent1,Opponent1_G1,,2H,702.689482,Pass,Launch,6,56,59,59
1,Huskies,Huskies_M3,,2H,705.264634,Duel,Ground loose ball duel,41,41,39,41
1,Opponent1,Opponent1_F1,,2H,705.603112,Duel,Ground loose ball duel,59,59,61,59
1,Huskies,Huskies_M3,,2H,708.315804,Foul,Foul,39,41,41,41
1,Opponent1,Opponent1_D3,,2H,741.583229,Free Kick,Free Kick,57,64,61,61
1,Opponent1,Opponent1_M1,Opponent1_D4,2H,744.610369,Pass,High pass,61,61,92,30
1,Opponent1,Opponent1_D4,,2H,746.822807,Duel,Air duel,92,30,95,27
1,Huskies,Huskies_D1,,2H,747.034801,Duel,Air duel,8,70,5,73
1,Opponent1,Opponent1_D4,,2H,747.940327,Duel,Air duel,95,27,85,21
1,Huskies,Huskies_F2,,2H,747.977769,Duel,Ground attacking duel,15,79,19,91
1,Opponent1,Opponent1_D1,,2H,748.527255,Duel,Ground defending duel,85,21,81,9
1,Opponent1,Opponent1_M3,,2H,750.443434,Duel,Ground loose ball duel,81,9,81,9
1,Huskies,Huskies_F2,,2H,751.643615,Duel,Ground loose ball duel,19,91,19,91
1,Opponent1,Opponent1_D4,,2H,752.278365,Duel,Ground attacking duel,81,9,87,8
1,Huskies,Huskies_F2,,2H,752.924663,Duel,Ground attacking duel,13,92,10,93
1,Huskies,Huskies_F2,Huskies_D5,2H,754.959661,Pass,Simple pass,10,93,7,87
1,Huskies,Huskies_D5,,2H,755.258509,Others on the ball,Touch,7,87,11,93
1,Opponent1,Opponent1_D4,,2H,755.351597,Duel,Ground attacking duel,89,7,78,16
1,Huskies,Huskies_D5,,2H,756.309398,Duel,Ground defending duel,11,93,22,84
1,Opponent1,Opponent1_M3,,2H,756.778223,Pass,Simple pass,78,16,83,30
1,Huskies,Huskies_M3,,2H,758.692407,Duel,Ground defending duel,17,70,11,65
1,Opponent1,Opponent1_F1,,2H,758.748781,Duel,Ground attacking duel,83,30,89,35
1,Huskies,Huskies_D1,Huskies_M1,2H,759.643754,Pass,Simple pass,11,65,16,71
1,Huskies,Huskies_M1,,2H,760.111151,Others on the ball,Touch,16,71,18,73
1,Opponent1,Opponent1_M3,,2H,760.78484,Duel,Ground loose ball duel,82,27,81,29
1,Huskies,Huskies_M1,,2H,761.934834,Duel,Ground loose ball duel,18,73,19,71
1,Opponent1,Opponent1_M3,Opponent1_M1,2H,763.195655,Pass,Simple pass,81,29,75,35
1,Opponent1,Opponent1_M1,,2H,764.476102,Shot,Shot,75,35,100,100
1,Huskies,Huskies_D1,,2H,782.73079,Free Kick,Goal kick,0,0,46,49
1,Opponent1,Opponent1_M3,,2H,785.606718,Duel,Ground loose ball duel,54,51,55,52
1,Huskies,Huskies_M2,,2H,788.003819,Duel,Ground loose ball duel,46,49,45,48
1,Huskies,Huskies_M2,,2H,790.912689,Foul,Foul,45,48,46,49
1,Opponent1,Opponent1_M1,,2H,793.783733,Free Kick,Free Kick,48,63,84,76
1,Huskies,Huskies_D3,,2H,796.019692,Pass,Head pass,16,24,28,15
1,Opponent1,Opponent1_F3,,2H,797.534308,Duel,Air duel,72,85,69,72
1,Huskies,Huskies_M2,,2H,798.028364,Duel,Air duel,28,15,31,28
1,Opponent1,Opponent1_M3,,2H,800.631255,Duel,Ground attacking duel,69,72,68,75
1,Huskies,Huskies_M3,,2H,800.917731,Duel,Ground defending duel,31,28,32,25
1,Opponent1,Opponent1_M3,Opponent1_M1,2H,803.993605,Pass,Simple pass,68,75,67,93
1,Opponent1,Opponent1_M1,Opponent1_D3,2H,806.663013,Pass,Simple pass,67,93,55,81
1,Opponent1,Opponent1_D3,,2H,809.83796,Pass,High pass,55,81,93,31
1,Huskies,Huskies_D5,,2H,812.419531,Pass,Head pass,7,69,16,61
1,Opponent1,Opponent1_F1,,2H,813.800522,Duel,Ground attacking duel,84,39,85,10
1,Huskies,Huskies_D1,,2H,814.05046,Duel,Ground defending duel,16,61,15,90
1,Huskies,Huskies_D5,,2H,818.744171,Pass,High pass,15,90,74,70
1,Opponent1,Opponent1_D4,Opponent1_D2,2H,820.556751,Pass,Head pass,26,30,36,20
1,Opponent1,Opponent1_D2,,2H,822.808909,Others on the ball,Touch,36,20,51,13
1,Huskies,Huskies_M1,Huskies_F2,2H,824.621822,Pass,Simple pass,49,87,47,79
1,Huskies,Huskies_F2,,2H,825.766463,Others on the ball,Touch,47,79,81,85
1,Huskies,Huskies_F2,Huskies_M1,2H,837.879573,Pass,Simple pass,81,85,70,81
1,Huskies,Huskies_M1,Huskies_F2,2H,840.321763,Pass,Simple pass,70,81,74,89
1,Huskies,Huskies_F2,,2H,843.635775,Pass,Simple pass,74,89,91,91
1,Opponent1,Opponent1_D1,,2H,845.371981,Duel,Ground defending duel,9,9,17,5
1,Huskies,Huskies_D5,,2H,845.529957,Duel,Ground attacking duel,91,91,83,95
1,Opponent1,Opponent1_F2,Opponent1_M1,2H,847.901958,Pass,Simple pass,17,5,24,17
1,Opponent1,Opponent1_M1,Opponent1_D2,2H,850.568294,Pass,Simple pass,24,17,19,21
1,Opponent1,Opponent1_D2,,2H,852.581789,Duel,Ground attacking duel,19,21,17,0
1,Huskies,Huskies_M1,,2H,852.642343,Duel,Ground defending duel,81,79,83,100
1,Huskies,Huskies_M2,Huskies_M4,2H,900,Substitution,Substitution,,,,
1,Huskies,Huskies_D5,,2H,913.641663,Free Kick,Throw in,83,100,79,91
1,Opponent1,Opponent1_F2,,2H,914.180474,Duel,Ground defending duel,21,9,20,12
1,Huskies,Huskies_M1,Huskies_D1,2H,915.375191,Pass,Simple pass,80,88,48,82
1,Huskies,Huskies_D1,Huskies_D3,2H,918.515048,Pass,Simple pass,48,82,36,35
1,Huskies,Huskies_D3,Huskies_D1,2H,922.742494,Pass,Simple pass,36,35,35,55
1,Huskies,Huskies_D1,Huskies_M1,2H,925.538962,Pass,Simple pass,35,55,55,87
1,Huskies,Huskies_M1,,2H,927.388314,Pass,Simple pass,55,87,69,94
1,Opponent1,Opponent1_M1,,2H,930.724138,Duel,Ground loose ball duel,26,29,31,6
1,Huskies,Huskies_M1,Huskies_M1,2H,930.993169,Pass,Simple pass,69,94,74,71
1,Huskies,Huskies_M1,,2H,931.76811,Duel,Ground loose ball duel,74,71,75,67
1,Huskies,Huskies_M1,,2H,932.367461,Pass,Simple pass,75,67,82,64
1,Opponent1,Opponent1_D4,,2H,932.725476,Others on the ball,Touch,18,36,24,31
1,Opponent1,Opponent1_D2,Opponent1_F3,2H,934.164116,Pass,Simple pass,24,31,39,75
1,Opponent1,Opponent1_F3,,2H,936.97717,Others on the ball,Touch,39,75,43,86
1,Huskies,Huskies_D4,,2H,937.76929,Others on the ball,Clearance,57,14,84,12
1,Opponent1,Opponent1_D3,,2H,943.136117,Others on the ball,Clearance,16,88,23,88
1,Huskies,Huskies_D4,,2H,947.109084,Duel,Ground loose ball duel,77,12,74,2
1,Opponent1,Opponent1_F3,,2H,947.137223,Duel,Ground loose ball duel,23,88,26,98
1,Huskies,Huskies_M4,,2H,949.520325,Duel,Ground attacking duel,74,2,73,5
1,Huskies,Huskies_M4,Huskies_F3,2H,951.292096,Pass,Simple pass,73,5,72,12
1,Huskies,Huskies_F3,Huskies_F2,2H,953.107303,Pass,Simple pass,72,12,75,24
1,Huskies,Huskies_F2,Huskies_M3,2H,953.781885,Pass,Simple pass,75,24,62,24
1,Huskies,Huskies_M3,Huskies_F2,2H,955.217222,Pass,Simple pass,62,24,62,28
1,Huskies,Huskies_F2,,2H,957.718857,Pass,High pass,62,28,86,69
1,Opponent1,Opponent1_D1,,2H,960.381682,Others on the ball,Clearance,14,31,24,11
1,Huskies,Huskies_D5,Huskies_M1,2H,962.923698,Pass,Simple pass,76,89,72,71
1,Huskies,Huskies_M1,Huskies_F3,2H,967.082794,Pass,Simple pass,72,71,81,76
1,Huskies,Huskies_F3,,2H,968.508011,Pass,Simple pass,81,76,78,94
1,Opponent1,Opponent1_D3,,2H,970.758315,Duel,Air duel,12,45,22,6
1,Huskies,Huskies_D5,Huskies_F1,2H,971.510516,Pass,Cross,78,94,88,55
1,Huskies,Huskies_F1,,2H,971.764718,Duel,Air duel,88,55,90,52
1,Huskies,Huskies_F1,,2H,973.996866,Shot,Shot,90,52,0,0
1,Opponent1,Opponent1_G1,,2H,1003.28157,Free Kick,Goal kick,100,100,63,73
1,Opponent1,Opponent1_F1,,2H,1007.02239,Duel,Ground loose ball duel,63,73,73,85
1,Huskies,Huskies_M3,,2H,1007.200748,Duel,Ground loose ball duel,37,27,27,15
1,Huskies,Huskies_D4,,2H,1009.276817,Pass,Head pass,27,15,39,19
1,Opponent1,Opponent1_M3,Opponent1_M2,2H,1010.356484,Pass,Simple pass,61,81,75,86
1,Opponent1,Opponent1_M2,,2H,1012.909898,Duel,Ground attacking duel,75,86,91,89
1,Huskies,Huskies_D3,,2H,1012.909898,Duel,Ground defending duel,25,14,9,11
1,Opponent1,Opponent1_M2,,2H,1014.973345,Duel,Ground defending duel,91,89,83,94
1,Huskies,Huskies_D3,,2H,1014.973345,Duel,Ground attacking duel,9,11,17,6
1,Huskies,Huskies_D3,,2H,1017.76759,Pass,Simple pass,17,6,32,9
1,Opponent1,Opponent1_F3,,2H,1019.029441,Others on the ball,Touch,68,91,76,79
1,Huskies,Huskies_M3,Huskies_F2,2H,1020.36477,Pass,Simple pass,24,21,40,38
1,Huskies,Huskies_F2,Huskies_F1,2H,1021.41301,Pass,Smart pass,40,38,93,27
1,Huskies,Huskies_F1,Huskies_F3,2H,1031.261362,Pass,Simple pass,93,27,89,25
1,Huskies,Huskies_F3,,2H,1032.421008,Pass,Cross,89,25,0,0
1,Opponent1,Opponent1_D3,,2H,1035.104654,Others on the ball,Clearance,12,69,48,88
1,Huskies,Huskies_D3,Huskies_M4,2H,1037.66873,Pass,Simple pass,52,12,56,25
1,Huskies,Huskies_M4,Huskies_M3,2H,1040.818067,Pass,Simple pass,56,25,54,52
1,Huskies,Huskies_M3,Huskies_F2,2H,1042.850419,Pass,Simple pass,54,52,63,66
1,Huskies,Huskies_F2,Huskies_M1,2H,1046.449144,Pass,Simple pass,63,66,78,85
1,Huskies,Huskies_M1,,2H,1050.006127,Pass,Cross,78,85,86,54
1,Opponent1,Opponent1_D4,,2H,1050.314988,Others on the ball,Clearance,14,46,40,50
1,Opponent1,Opponent1_F1,,2H,1053.532809,Duel,Air duel,40,50,55,57
1,Huskies,Huskies_M3,,2H,1053.532809,Duel,Air duel,60,50,45,43
1,Huskies,Huskies_D3,Huskies_D1,2H,1055.571282,Pass,Head pass,45,43,47,69
